,C,Um,Ur,Ud,C_target
123,-110.595184,0.69838,0.69711,0.77599,0.0
124,210.824234,0.69861,0.69731,0.77609,0.0
125,-269.433105,0.6984,0.69712,0.77605,0.0
126,-51.958145,0.69827,0.69697,0.77605,0.0
127,241.150772,0.69842,0.69721,0.77604,0.0
128,-355.178375,0.69835,0.69717,0.77599,0.0
129,-302.849945,0.69848,0.69701,0.77595,0.0
130,-210.863724,0.69825,0.69726,0.77604,0.0
131,222.10585,0.69834,0.69721,0.7761,0.0
132,-298.232758,0.69859,0.69718,0.77604,0.0
133,116.585472,0.69822,0.69702,0.77603,0.0
134,168.88002,0.69843,0.69707,0.77604,0.0
135,261.279083,0.69834,0.69728,0.77601,0.0
136,263.544678,0.69828,0.69712,0.77605,0.0
137,-172.739548,0.69843,0.69711,0.77596,0.0
138,363.082733,0.69839,0.69708,0.77594,0.0
139,-267.816345,0.6984,0.69685,0.77595,0.0
140,332.726532,0.6984,0.69701,0.7761,0.0
141,-325.757996,0.69822,0.69692,0.77598,0.0
142,-260.915253,0.69812,0.69698,0.776,0.0
143,-162.630707,0.69834,0.69708,0.77601,0.0
144,-266.64978,0.69832,0.69701,0.77608,0.0
145,375.998871,0.69821,0.69716,0.77603,0.0
146,121.753288,0.69806,0.69705,0.77599,0.0
147,55.161613,0.69822,0.69716,0.776,0.0
148,-173.483337,0.69809,0.69688,0.77609,0.0
149,278.422333,0.69819,0.69699,0.77605,0.0
150,-203.532379,0.6982,0.69714,0.77607,0.0
151,255.947006,0.69808,0.69701,0.77603,0.0
152,-316.596893,0.69824,0.69679,0.77602,0.0
153,-274.653656,0.6982,0.69681,0.77604,0.0
154,267.429596,0.69786,0.69683,0.77598,0.0
155,-279.300232,0.69822,0.69688,0.77604,0.0
156,85.523018,0.69818,0.69695,0.77593,0.0
157,-243.45253,0.69826,0.69688,0.77606,0.0
158,-283.471283,0.69809,0.69698,0.77593,0.0
159,189.041489,0.69812,0.69689,0.77599,0.0
160,224.327713,0.69805,0.69693,0.77603,0.0
161,-114.103142,0.69814,0.69679,0.77599,0.0
162,182.592926,0.69826,0.69704,0.77589,0.0
163,-306.756226,0.69805,0.69692,0.77593,0.0
164,212.463562,0.69798,0.69694,0.77598,0.0
165,-270.724152,0.69796,0.6967,0.77589,0.0
166,277.547699,0.69804,0.6969,0.77586,0.0
167,-220.187881,0.69829,0.69683,0.776,0.0
168,163.087128,0.69802,0.69673,0.7759,0.0
169,245.131729,0.69808,0.69672,0.77595,0.0
170,168.204636,0.69811,0.69645,0.77589,0.0
171,191.741394,0.69823,0.69688,0.77588,0.0
172,-440.84729,0.6981,0.69656,0.77585,0.0
173,264.200806,0.69808,0.6965,0.77594,0.0
174,303.298065,0.69813,0.69657,0.77592,0.0
175,-269.888672,0.69812,0.69648,0.77593,0.0
176,143.791351,0.69794,0.69658,0.7759,0.0
177,-327.774048,0.69793,0.69658,0.77592,0.0
178,-196.170319,0.69797,0.69646,0.77587,0.0
179,128.402039,0.69803,0.69669,0.77595,0.0
180,-434.574554,0.69806,0.69651,0.77588,0.0
181,274.602509,0.69814,0.69663,0.77583,0.0
182,236.445633,0.69809,0.69677,0.77585,0.0
183,-127.015121,0.69798,0.69673,0.77586,0.0
184,-241.192474,0.69789,0.69654,0.77583,0.0
185,-97.748337,0.69805,0.69633,0.77592,0.0
186,129.193466,0.69803,0.69664,0.77588,0.0
187,-293.994263,0.69778,0.69649,0.77594,0.0
188,-152.155853,0.69802,0.69659,0.77594,0.0
189,-366.374084,0.69797,0.69666,0.77592,0.0
190,-154.985992,0.698,0.6967,0.77587,0.0
191,206.83783,0.69801,0.69647,0.77592,0.0
192,428.421631,0.69803,0.69659,0.77592,0.0
193,-148.088074,0.69778,0.6965,0.77587,0.0
194,246.080902,0.69782,0.69646,0.7759,0.0
195,-216.811249,0.69795,0.69642,0.77594,0.0
196,-244.048096,0.69807,0.69647,0.77591,0.0
197,-194.773682,0.69833,0.69643,0.77593,0.0
198,179.041702,0.69812,0.69656,0.77592,0.0
199,-367.413208,0.69779,0.6965,0.77587,0.0
200,143.790436,0.69808,0.69632,0.77581,0.0
201,339.314972,0.69793,0.69652,0.77586,0.0
202,-386.47464,0.69778,0.69637,0.7759,0.0
203,-273.775909,0.69799,0.69619,0.77586,0.0
204,241.901062,0.69789,0.69637,0.77588,0.0
205,45.394279,0.69803,0.69642,0.77588,0.0
206,-250.806351,0.69764,0.69653,0.77589,0.0
207,-239.838058,0.69783,0.69648,0.77586,0.0
208,287.795868,0.69778,0.69625,0.77592,0.0
209,323.364716,0.69778,0.69627,0.77587,0.0
210,359.960968,0.69809,0.69644,0.77588,0.0
211,204.803925,0.69781,0.69646,0.77578,0.0
212,-177.516144,0.69808,0.6964,0.77579,0.0
213,-278.609344,0.69775,0.69622,0.77583,0.0
214,371.236877,0.69773,0.69653,0.77586,0.0
215,83.127792,0.69772,0.69642,0.7759,0.0
216,-147.561386,0.69767,0.69637,0.77591,0.0
217,141.179855,0.69791,0.69629,0.7759,0.0
218,-188.297485,0.69777,0.69635,0.77585,0.0
219,109.745346,0.69779,0.69623,0.77583,0.0
220,-363.434265,0.69775,0.69616,0.77586,0.0
221,148.230255,0.69779,0.69636,0.77583,0.0
222,-317.673553,0.69781,0.69631,0.77584,0.0
223,205.55777,0.69758,0.69625,0.77569,0.0
224,-183.768906,0.69754,0.69599,0.77564,0.0
225,354.174896,0.69748,0.69606,0.77565,0.0
226,284.313507,0.6974,0.69597,0.77568,0.0
227,114.051903,0.69735,0.69588,0.77562,0.0
228,360.514648,0.69759,0.69612,0.77569,0.0
229,-374.758301,0.69746,0.69589,0.77563,0.0
230,350.522003,0.69721,0.69601,0.77563,0.0
231,-169.614304,0.69724,0.69594,0.77565,0.0
232,116.844063,0.69727,0.69607,0.77567,0.0
233,-299.764191,0.69736,0.69572,0.77565,0.0
234,274.152557,0.69742,0.69594,0.77567,0.0
235,93.286179,0.69737,0.696,0.77561,0.0
236,-145.153473,0.69725,0.6959,0.77563,0.0
237,238.190353,0.69738,0.69586,0.77555,0.0
238,-326.632324,0.69743,0.6956,0.77562,0.0
239,286.177856,0.6975,0.69558,0.77555,0.0
240,-256.180725,0.69738,0.69566,0.77562,0.0
241,202.974152,0.69718,0.69571,0.77553,0.0
242,-160.559326,0.69708,0.69573,0.77566,0.0
243,-304.312836,0.69748,0.69586,0.77562,0.0
244,324.54303,0.69729,0.69592,0.77568,0.0
245,-311.682434,0.69727,0.69571,0.77559,0.0
246,131.534729,0.69732,0.69559,0.77557,0.0
247,258.601379,0.69731,0.69558,0.77556,0.0
248,236.971786,0.69724,0.69575,0.77565,0.0
249,-204.823334,0.69725,0.69567,0.77565,0.0
250,309.279877,0.69728,0.6959,0.77557,0.0
251,-262.437103,0.69736,0.69561,0.77563,0.0
252,-175.234207,0.69736,0.69551,0.77565,0.0
253,280.250854,0.69731,0.69555,0.77565,0.0
254,-138.941254,0.69738,0.69555,0.77562,0.0
255,-273.592529,0.69725,0.6956,0.77577,0.0
256,-158.569489,0.6969,0.69563,0.7756,0.0
257,-192.971649,0.69726,0.69542,0.77559,0.0
258,366.604095,0.69724,0.69559,0.7756,0.0
259,-233.469025,0.69718,0.69568,0.7756,0.0
260,-188.197174,0.69695,0.69557,0.77558,0.0
261,292.00531,0.69715,0.69566,0.77563,0.0
262,-178.554977,0.697,0.69539,0.77567,0.0
263,-317.550751,0.69718,0.69543,0.77562,0.0
264,217.33551,0.69722,0.69554,0.77563,0.0
265,250.699203,0.69713,0.69549,0.77562,0.0
266,167.840927,0.69712,0.69552,0.77563,0.0
267,-177.820313,0.69721,0.69541,0.77557,0.0
268,191.486572,0.69729,0.69556,0.77573,0.0
269,339.413269,0.69706,0.69588,0.77574,0.0
270,-306.132141,0.69735,0.69572,0.77571,0.0
271,-207.455139,0.69731,0.69539,0.77574,0.0
272,239.234848,0.69745,0.6956,0.77572,0.0
273,-233.47113,0.69724,0.69553,0.77574,0.0
274,149.872849,0.69744,0.69571,0.77574,0.0
275,-256.506226,0.69743,0.69567,0.77563,0.0
276,116.748871,0.69714,0.69574,0.77571,0.0
277,-263.161285,0.69734,0.6954,0.77567,0.0
278,411.756683,0.69757,0.69547,0.7757,0.0
279,-318.174713,0.69745,0.69526,0.77576,0.0
280,-271.439972,0.69744,0.69543,0.77573,0.0
281,-129.175827,0.6972,0.69557,0.77579,0.0
282,-312.11087,0.69707,0.69546,0.77575,0.0
283,-106.020653,0.69719,0.6954,0.77564,0.0
284,-323.60040300000003,0.69732,0.69558,0.77571,0.0
285,-268.814667,0.69707,0.6955,0.77554,0.0
286,-406.851776,0.69694,0.69527,0.77554,0.0
287,203.796066,0.69734,0.6955,0.7757,0.0
288,-352.407043,0.69722,0.69538,0.77577,0.0
289,78.932175,0.69745,0.69544,0.77574,0.0
290,442.070984,0.69725,0.69552,0.77566,500.0
291,-271.732147,0.69738,0.6955,0.77572,500.0
292,-252.068451,0.69714,0.69532,0.77572,500.0
293,120.595695,0.69725,0.69541,0.77576,500.0
294,-33.161278,0.69735,0.69534,0.77567,500.0
295,-219.621674,0.69739,0.69549,0.7757,500.0
296,135.985809,0.69737,0.69536,0.77569,500.0
297,347.522003,0.6971,0.6955,0.77563,500.0
298,-389.057068,0.69719,0.69532,0.77563,500.0
299,357.435303,0.69708,0.69542,0.77574,500.0
300,-387.535339,0.69703,0.69536,0.7756,500.0
301,-253.41214,0.69712,0.69539,0.77561,500.0
302,-175.193848,0.6971,0.69526,0.77573,500.0
303,277.81012,0.69691,0.69511,0.77572,500.0
304,290.377106,0.69706,0.69556,0.77562,500.0
305,257.662109,0.69699,0.69552,0.77562,500.0
306,-334.671814,0.69725,0.69543,0.77574,500.0
307,-97.899162,0.6971,0.69525,0.77569,500.0
308,182.246536,0.69723,0.69532,0.77567,500.0
309,80.428368,0.69698,0.69546,0.77564,500.0
310,-345.485504,0.6969,0.69528,0.77567,500.0
311,287.706482,0.69707,0.69512,0.77571,500.0
312,-141.783203,0.69685,0.69523,0.77567,500.0
313,216.449768,0.6971,0.69513,0.77567,500.0
314,327.915649,0.69697,0.69543,0.77573,500.0
315,-394.894379,0.69707,0.69515,0.77574,500.0
316,-199.07692,0.69686,0.69516,0.7757,500.0
317,221.820084,0.69695,0.69502,0.77571,500.0
318,291.07373,0.69678,0.69501,0.77573,500.0
319,-285.097229,0.6969,0.69501,0.77568,500.0
320,357.043976,0.697,0.69486,0.77557,500.0
321,246.357574,0.69677,0.69513,0.77558,500.0
322,-259.894135,0.69691,0.6951,0.77573,500.0
323,101.968781,0.69696,0.69517,0.77559,500.0
324,406.967072,0.69674,0.69515,0.77572,500.0
325,324.877136,0.69665,0.69496,0.77572,500.0
326,341.790741,0.69665,0.69522,0.77576,500.0
327,147.179611,0.69677,0.69509,0.77563,500.0
328,356.994141,0.69675,0.69508,0.77565,500.0
329,280.590271,0.69657,0.69497,0.77562,500.0
330,-360.85321,0.69673,0.695,0.77568,500.0
331,-242.879227,0.69656,0.69506,0.7756,500.0
332,-210.034882,0.69678,0.69493,0.77563,500.0
333,-239.937668,0.69686,0.69496,0.7757,500.0
334,-188.75769,0.69661,0.69505,0.77556,500.0
335,-191.169662,0.6966,0.69488,0.77565,500.0
336,-146.87561,0.69675,0.69485,0.77563,500.0
337,100.723221,0.6966,0.69487,0.77569,500.0
338,317.817657,0.69676,0.69509,0.77563,500.0
339,-370.031891,0.69657,0.695,0.77565,500.0
340,184.679977,0.69626,0.69485,0.77557,500.0
341,400.20932,0.69638,0.69489,0.77561,500.0
342,-176.291855,0.69663,0.69491,0.77566,500.0
343,-412.218201,0.69664,0.69478,0.77555,500.0
344,303.046326,0.69632,0.69497,0.77554,500.0
345,-416.531189,0.6966,0.69466,0.7756,500.0
346,355.752167,0.69664,0.69466,0.77557,500.0
347,219.782227,0.69651,0.69489,0.77565,500.0
348,192.665375,0.69651,0.69472,0.77561,500.0
349,249.679214,0.69629,0.69487,0.77565,500.0
350,-449.944489,0.69658,0.6947,0.77562,500.0
351,222.869461,0.69633,0.69493,0.77558,500.0
352,-108.432259,0.69649,0.69479,0.77559,500.0
353,-279.737061,0.6966,0.69462,0.77562,500.0
354,284.925018,0.69649,0.69477,0.77559,500.0
355,255.100571,0.69647,0.69472,0.7756,500.0
356,-413.97995,0.69624,0.69474,0.77567,500.0
357,328.9841,0.69625,0.69484,0.77563,500.0
358,-357.609131,0.69629,0.69479,0.77553,500.0
359,-292.100983,0.69633,0.69483,0.77556,500.0
360,181.680405,0.69634,0.69468,0.77557,500.0
361,-240.795471,0.69629,0.69465,0.77556,500.0
362,-208.672729,0.69633,0.69469,0.77556,500.0
363,-158.890869,0.69619,0.69456,0.77545,500.0
364,322.273041,0.69608,0.69454,0.77544,500.0
365,-313.128052,0.69584,0.6943,0.7754,500.0
366,417.555603,0.69586,0.6945,0.77541,500.0
367,-345.273926,0.69609,0.69431,0.7754,500.0
368,352.08667,0.69583,0.69463,0.7754,500.0
369,-241.880432,0.69582,0.69435,0.77545,500.0
370,200.751221,0.69603,0.69433,0.77536,500.0
371,-275.987793,0.69572,0.69422,0.77546,500.0
372,213.009277,0.69578,0.6944,0.77541,500.0
373,157.46463,0.69579,0.69431,0.77534,500.0
374,-47.291725,0.69598,0.69426,0.77532,500.0
375,252.413055,0.69575,0.6943,0.77545,500.0
376,-232.543762,0.69593,0.69421,0.77548,500.0
377,86.203209,0.6957,0.69426,0.77537,500.0
378,208.763947,0.69571,0.69415,0.77538,500.0
379,-237.951385,0.69584,0.69437,0.77535,500.0
380,-328.093109,0.69596,0.69423,0.77538,500.0
381,-184.119522,0.69594,0.69422,0.77542,500.0
382,-285.777954,0.69606,0.69423,0.77538,500.0
383,-173.577927,0.69574,0.69419,0.77542,500.0
384,285.430542,0.69569,0.69425,0.77529,500.0
385,-190.917252,0.69551,0.6942,0.77534,500.0
386,-215.628204,0.69579,0.69438,0.77537,500.0
387,-293.911072,0.69588,0.69409,0.77531,500.0
388,136.050903,0.69584,0.69403,0.77538,500.0
389,-163.030258,0.69536,0.69397,0.77532,500.0
390,-313.470398,0.69581,0.69417,0.77551,500.0
391,-361.483032,0.6961,0.69416,0.77551,500.0
392,283.535095,0.696,0.69442,0.7755,500.0
393,-306.470795,0.69592,0.69448,0.77542,500.0
394,-323.175446,0.69585,0.69417,0.77543,500.0
395,352.943359,0.69577,0.69419,0.77549,500.0
396,350.292877,0.69557,0.69435,0.77541,500.0
397,-332.920349,0.69556,0.69418,0.77543,500.0
398,200.243118,0.69573,0.69425,0.77547,500.0
399,266.784607,0.69569,0.69421,0.77553,500.0
400,-441.034363,0.69563,0.69434,0.77544,500.0
401,176.602844,0.69561,0.69422,0.77547,500.0
402,-283.685608,0.69579,0.69417,0.7755,500.0
403,299.239014,0.69578,0.69423,0.77554,500.0
404,-177.110764,0.69563,0.69429,0.77544,500.0
405,285.514557,0.69557,0.69414,0.77546,500.0
406,-135.841949,0.69592,0.69419,0.77544,500.0
407,-279.172424,0.69575,0.69403,0.77562,500.0
408,315.932831,0.69578,0.69416,0.77548,500.0
409,125.432411,0.69569,0.694,0.77551,500.0
410,368.815979,0.69566,0.69411,0.77545,500.0
411,-181.5979,0.69581,0.69407,0.77554,500.0
412,-84.444847,0.69581,0.69408,0.77555,500.0
413,424.499756,0.69585,0.69409,0.77552,500.0
414,-275.868652,0.69582,0.69404,0.77545,500.0
415,169.448608,0.69563,0.69413,0.77551,500.0
416,-361.3992,0.69573,0.69414,0.77543,500.0
417,-224.051208,0.6959,0.69414,0.77559,500.0
418,-109.091484,0.69581,0.69403,0.7755,500.0
419,333.385803,0.69575,0.69395,0.77544,500.0
420,-304.27478,0.69573,0.69394,0.7755,500.0
421,-111.048935,0.69562,0.69398,0.77544,500.0
422,244.776703,0.69552,0.69395,0.77545,500.0
423,-148.531998,0.69548,0.69406,0.77537,500.0
424,-311.954468,0.69547,0.69395,0.77534,500.0
425,-220.294418,0.69565,0.69402,0.77549,500.0
426,304.262329,0.69556,0.69399,0.77545,500.0
427,-69.291977,0.69568,0.69414,0.77547,500.0
428,406.612152,0.69577,0.69404,0.77544,500.0
429,-249.232162,0.69564,0.69391,0.77539,500.0
430,209.451767,0.69573,0.69393,0.77539,500.0
431,-290.178162,0.69567,0.69397,0.77545,500.0
432,310.454865,0.69563,0.69394,0.7755,500.0
433,-163.022797,0.69561,0.69405,0.77551,500.0
434,376.293579,0.69572,0.69402,0.77551,500.0
435,-335.388611,0.69556,0.69405,0.77538,500.0
436,-278.238281,0.69569,0.69399,0.77541,500.0
437,-369.676727,0.69561,0.69388,0.77544,500.0
438,-198.285492,0.69587,0.69395,0.77548,500.0
439,333.15152,0.69566,0.69415,0.77542,500.0
440,-378.387573,0.69577,0.69368,0.77547,500.0
441,403.439606,0.69564,0.69386,0.77547,500.0
442,293.654419,0.69559,0.69401,0.77541,500.0
443,366.193085,0.69553,0.69399,0.77547,500.0
444,-184.288223,0.69553,0.69402,0.7754,500.0
445,-69.404129,0.69548,0.69407,0.77548,500.0
446,-272.074646,0.69545,0.69393,0.77543,500.0
447,-258.506042,0.69564,0.6939,0.77549,500.0
448,273.531372,0.69546,0.69392,0.77545,500.0
449,-351.475006,0.69561,0.694,0.77552,500.0
450,249.383774,0.69566,0.69386,0.77546,500.0
451,382.843781,0.69558,0.69395,0.77544,500.0
452,-283.159515,0.69537,0.69386,0.7754,500.0
453,150.781784,0.69566,0.69406,0.77543,500.0
454,238.897858,0.69573,0.69379,0.77539,500.0
455,-120.80024,0.69554,0.69377,0.77547,500.0
456,104.091499,0.69547,0.69376,0.77537,500.0
457,271.719818,0.69532,0.69403,0.77542,500.0
458,-261.785767,0.69536,0.69395,0.77547,500.0
459,315.239563,0.69566,0.69376,0.77553,500.0
460,303.203369,0.6956,0.69374,0.77543,500.0
461,-23.274673,0.69569,0.69396,0.77549,500.0
462,-324.768097,0.69563,0.6937,0.77556,500.0
463,-77.817047,0.69552,0.69407,0.77545,500.0
464,-444.274658,0.69547,0.69385,0.77543,500.0
465,202.846893,0.69549,0.69397,0.77555,500.0
466,-183.92778,0.6957,0.69385,0.77549,500.0
467,-88.568169,0.6956,0.69393,0.77545,500.0
468,-177.684845,0.69557,0.69396,0.77541,500.0
469,238.284698,0.69544,0.69386,0.77544,500.0
470,302.071899,0.69557,0.69391,0.77544,500.0
471,-62.798977,0.69572,0.69414,0.77546,500.0
472,-332.219666,0.69562,0.69387,0.77544,500.0
473,374.24649,0.69567,0.69392,0.77537,500.0
474,-169.164993,0.69556,0.69392,0.77545,500.0
475,-316.138916,0.6956,0.69383,0.77538,500.0
476,106.880684,0.6958,0.69403,0.77536,500.0
477,282.223877,0.69568,0.69397,0.7755,500.0
478,217.283112,0.69543,0.69406,0.77542,500.0
479,-203.735046,0.69564,0.69401,0.77537,500.0
480,315.960236,0.69562,0.69399,0.7754,500.0
481,203.873276,0.69557,0.69382,0.77537,500.0
482,-100.099548,0.69575,0.69378,0.77538,500.0
483,-379.596161,0.69543,0.69363,0.77539,500.0
484,-217.761734,0.69541,0.69381,0.7754,500.0
485,-188.059433,0.69524,0.69388,0.77535,500.0
486,-270.995575,0.69552,0.69384,0.77541,500.0
487,273.265472,0.69533,0.69384,0.77543,500.0
488,-102.162956,0.69555,0.6939,0.77539,500.0
489,85.154732,0.69542,0.69396,0.77549,500.0
490,-287.360077,0.69553,0.69393,0.77545,500.0
491,388.437195,0.69565,0.6939,0.77539,500.0
492,-313.776154,0.69554,0.69388,0.77534,500.0
493,-346.548309,0.69558,0.69391,0.77542,500.0
494,-197.879654,0.69559,0.69376,0.77534,500.0
495,201.687088,0.69552,0.69368,0.77541,500.0
496,-193.141525,0.6955,0.69388,0.7754,500.0
497,-291.628723,0.69536,0.69378,0.77542,500.0
498,-72.296806,0.69557,0.69385,0.77535,500.0
499,-144.852692,0.69534,0.69376,0.77536,500.0
500,164.157562,0.69552,0.69372,0.77542,500.0
501,247.574356,0.6955,0.69369,0.77537,500.0
502,-114.480675,0.69554,0.6938,0.77537,500.0
503,-357.557739,0.69548,0.6935,0.77538,500.0
504,292.094055,0.69551,0.6937,0.77544,500.0
505,-303.010406,0.69585,0.69383,0.77534,500.0
506,-47.081909,0.69534,0.69368,0.77532,500.0
507,-297.443481,0.69528,0.69372,0.77535,500.0
508,-401.833984,0.69532,0.69378,0.77537,500.0
509,-319.827118,0.69544,0.69347,0.77533,500.0
510,212.584488,0.69534,0.69362,0.77537,500.0
511,-220.250015,0.69532,0.69373,0.77538,500.0
512,159.205917,0.69533,0.69355,0.77533,500.0
513,-74.835037,0.69539,0.69378,0.77538,500.0
514,-416.401337,0.69553,0.6936,0.77544,500.0
515,354.10553,0.69543,0.69379,0.77544,500.0
516,-141.969833,0.69545,0.69372,0.77542,500.0
517,314.522949,0.69528,0.69343,0.77531,500.0
518,-198.509186,0.69532,0.69356,0.77531,500.0
519,176.494522,0.69521,0.69378,0.77534,500.0
520,-397.010742,0.69531,0.69362,0.77522,500.0
521,-153.741684,0.69536,0.69336,0.77536,500.0
522,108.741783,0.69522,0.69342,0.77537,500.0
523,97.632858,0.69497,0.6934,0.77536,500.0
524,-317.455444,0.69519,0.69353,0.77528,500.0
525,193.490433,0.69501,0.69323,0.77529,500.0
